Date,Description,Amount
06/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008844515587,4978.56
06/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008854515587,1818.55
05/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008834515587,14889.96
05/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008844515587,9189.14
05/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008764515587,7289.06
05/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008834515587,5152.89
05/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008844515587,3999.68
05/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008764515587,3050.31
05/06/2025,IB PAYMENT TO CJ PHARMACEUTICAL,-300000.00
05/06/2025,IB TRANSFER FROM SB1 - SB2      13H08,200000.00
04/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008754515587,21143.64
04/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008824515587,19030.78
04/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008824515587,6309.65
04/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008754515587,3988.79
04/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008834515587,1023.18
04/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008834515587,131.53
03/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008814515587,22325.38
03/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008744515587,21673.77
03/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008814515587,7810.55
03/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008744515587,6168.81
03/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008824515587,317.85
03/06/2025,IB PAYMENT TO CJ PHARMACEUTICAL,-606766.47
03/06/2025,IB TRANSFER FROM SB1 - SB2      09H59,100000.00
02/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008804515587,10708.60
02/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008814515587,7999.68
02/06/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008734515587,6787.40
02/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008804515587,6293.67
02/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008734515587,782.16
02/06/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008814515587,586.82
02/06/2025,CREDIT AGREEMENT REPAYMENT VW_FIN_SER87023583281,-19135.16
02/06/2025,ACCOUNT PAYMENT XPROCURE  ACC 6011632,-632.67
02/06/2025,ELECTRONIC TRF - CREDIT CARD SB MERCH DISC          4515587,-17608.76
02/06/2025,ACCOUNT PAYMENT K2011SA   NASHUA 024749,-4463.65
02/06/2025,CREDIT TRANSFER NATASHA,460.00
31/05/2025,SERVICE FEE ACC   301666148,-377.00
31/05/2025,MONTHLY MANAGEMENT FEE ACC   301666148,-110.00
31/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008794515587,16190.33
31/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008804515587,10643.82
31/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008724515587,8887.94
31/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008794515587,8797.48
31/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008724515587,4347.59
31/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008804515587,1122.49
30/05/2025,FEE: PAYMENT CONFIRM - SMS JP,-1.20
30/05/2025,FEE: PAYMENT CONFIRM - EMAIL PRINTDIT,-0.80
30/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008784515587,18929.48
30/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008714515587,12268.48
30/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008794515587,7198.32
30/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008714515587,4978.51
30/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008784515587,4927.81
30/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008794515587,1632.34
30/05/2025,ACCOUNT PAYMENT K2011SA   NASHUA 024749,-4463.65
30/05/2025,IB PAYMENT TO KHUMBULA TRADING KHUMBULATRAD,-13955.11
30/05/2025,IB PAYMENT TO IDEXIS,-4114.59
30/05/2025,IB PAYMENT TO JP KEMERTGOGLOU APTEEK REPOR,-2000.00
30/05/2025,IB PAYMENT TO PRINT DIT PRINTDIT,-448.15
30/05/2025,IB TRANSFER FROM SB1 - SB2      15H22,200000.00
29/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008704515587,15757.52
29/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008774515587,13996.68
29/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008784515587,8961.08
29/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008774515587,6045.15
29/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008704515587,2606.05
29/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008784515587,2528.22
29/05/2025,IB TRANSFER TO Cash-Rtz-Roos  10H15,-14800.00
28/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008764515587,25857.35
28/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008694515587,8901.03
28/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008774515587,8099.44
28/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008774515587,5843.64
28/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008764515587,3875.44
28/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008694515587,2846.93
27/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008754515587,21189.99
27/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008754515587,14350.83
27/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008684515587,12974.55
27/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008764515587,7962.42
27/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008684515587,4965.54
27/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008764515587,553.76
26/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008754515587,15351.46
26/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008744515587,10491.68
26/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008674515587,6101.06
26/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008744515587,4814.40
26/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008674515587,3850.16
26/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008754515587,2141.14
24/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008734515587,17114.52
24/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008664515587,8359.86
24/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008744515587,7494.67
24/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008734515587,3972.18
24/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008744515587,2388.59
24/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008664515587,567.67
23/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008724515587,8679.12
23/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008734515587,7522.38
23/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008654515587,4651.89
23/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008734515587,3868.13
23/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008724515587,3184.48
23/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008654515587,1233.81
23/05/2025,IB PAYMENT TO MARIA SMITH,-8004.00
23/05/2025,IB PAYMENT TO JULIEN MADUNA JULIENMADUNA,-6756.75
23/05/2025,IB PAYMENT TO SYLVIA MOKOENA SYLVIAMOKOEN,-5593.50
22/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008714515587,13131.06
22/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008724515587,5449.01
22/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008714515587,4242.72
22/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008644515587,3642.88
22/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008724515587,1309.84
22/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008644515587,568.61
22/05/2025,IB PAYMENT TO REITZ APTEEK - ABSA SB2-ABSA,-200000.00
22/05/2025,IB PAYMENT TO IDEXIS,-4955.62
22/05/2025,IB PAYMENT TO WATERPLAAS,-552.00
21/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008704515587,16270.88
21/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008714515587,7854.45
21/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008634515587,4520.30
21/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008634515587,3227.82
21/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008704515587,2979.02
21/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008714515587,1931.14
20/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008694515587,14502.42
20/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008624515587,10396.30
20/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008704515587,9827.50
20/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008694515587,4934.78
20/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008704515587,1950.51
20/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008624515587,453.87
20/05/2025,IB PAYMENT TO ALPHA PHARM,-63217.69
20/05/2025,IB PAYMENT TO CJ DISTRIBUTION,-30760.53
20/05/2025,IB PAYMENT TO TRANSPHARM,-24668.91
20/05/2025,IB PAYMENT TO ARRIE NEL,-18377.83
20/05/2025,IB PAYMENT TO THE LOCAL CHOICE LOCAL CHOICE,-15559.27
20/05/2025,IB PAYMENT TO SG CONVENIENCE BFN,-13683.91
20/05/2025,IB PAYMENT TO IDEXIS,-9962.87
20/05/2025,IB TRANSFER TO RTZpayWIN#139  12H45,-5472.16
20/05/2025,IB PAYMENT TO AMERICAN PIERCING APS PRODUCTS,-5295.78
20/05/2025,IB TRANSFER TO RTZpayRoos#02  12H44,-3681.41
20/05/2025,IB PAYMENT TO UNITED PHARMACEUTICA UPD,-3086.53
20/05/2025,IB PAYMENT TO LLT MARKETING,-3079.70
20/05/2025,IB PAYMENT TO BRANDVISTA,-2242.50
20/05/2025,IB PAYMENT TO S.O.H GROUP,-998.51
20/05/2025,IB PAYMENT TO GREEN IMPRESSIONS,-550.00
20/05/2025,IB PAYMENT TO BOTES & HECHTER LABOUR GROUP,-400.00
20/05/2025,IB PAYMENT TO BASSOPA BASSOPABS027,-379.50
20/05/2025,IB PAYMENT TO BASSOPA BASSOPABS158,-379.50
20/05/2025,IB PAYMENT TO DTS,-295.32
20/05/2025,IB PAYMENT TO VILLIERS APTEEK VILLERS APT,-232.28
20/05/2025,IB TRANSFER FROM SB1 - SB2      10H40,200000.00
19/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008614515587,7776.28
19/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008684515587,6426.24
19/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008684515587,4595.28
19/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008614515587,3494.57
19/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008694515587,514.62
19/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008694515587,205.29
17/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008674515587,13659.67
17/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008604515587,9890.79
17/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008674515587,6476.57
17/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008684515587,4075.69
17/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008684515587,2352.90
17/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008604515587,820.37
16/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008664515587,11698.97
16/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008664515587,4682.89
16/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008594515587,3230.78
16/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008674515587,2001.79
16/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008594515587,1697.98
16/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008674515587,1208.05
16/05/2025,IB PAYMENT TO CJ PHARMACEUTICAL,-100000.00
15/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008654515587,14011.58
15/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008654515587,6950.04
15/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008664515587,6819.10
15/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008584515587,3325.48
15/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008664515587,2564.33
15/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008584515587,1937.91
14/05/2025,FEE: PAYMENT CONFIRM - EMAIL PRINTDIT,-0.80
14/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008654515587,15890.99
14/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008644515587,14800.51
14/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008574515587,6698.81
14/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008574515587,6086.72
14/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008644515587,3109.66
14/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008654515587,2067.29
14/05/2025,IB PAYMENT TO ASPEN SECSERVE,-3400.00
14/05/2025,IB PAYMENT TO PRINT DIT SIGNAGE,-144.00
13/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008634515587,11411.92
13/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008644515587,8408.25
13/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008564515587,8347.42
13/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008634515587,6833.29
13/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008644515587,1955.07
13/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008564515587,1894.81
13/05/2025,IB PAYMENT TO CJ PHARMACEUTICAL,-100000.00
12/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008624515587,10843.16
12/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008634515587,8522.46
12/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008624515587,4883.25
12/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008634515587,1306.69
10/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008614515587,16614.98
10/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008554515587,8913.31
10/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008614515587,5530.28
10/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008624515587,5435.72
10/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008624515587,2139.62
10/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008554515587,998.31
09/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008604515587,17556.18
09/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008614515587,7796.03
09/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008544515587,7294.73
09/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008604515587,1722.24
09/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008544515587,1317.61
09/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008614515587,969.19
09/05/2025,ACCOUNT PAYMENT XPROCURE  ACC 6011632,-632.67
09/05/2025,IB PAYMENT TO CJ PHARMACEUTICAL,-300000.00
09/05/2025,IB TRANSFER FROM SB1 - SB2      13H06,200000.00
08/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008594515587,18534.27
08/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008594515587,3919.70
08/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008604515587,3758.51
08/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008604515587,1950.62
07/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008584515587,15235.96
07/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008534515587,10530.74
07/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008594515587,7252.03
07/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008584515587,3018.93
07/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008594515587,2966.88
07/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008534515587,1963.54
06/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008574515587,26795.56
06/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008584515587,8973.41
06/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008524515587,8473.02
06/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008574515587,3308.39
06/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008524515587,2495.54
06/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008584515587,394.85
06/05/2025,IB PAYMENT TO CJ PHARMACEUTICAL,-300000.00
06/05/2025,IB TRANSFER FROM SB1 - SB2      10H02,150000.00
05/05/2025,BUSINESS ELECT BANK CHARGES STNDRDBANK   BOL ORX55 APR 25,-415.00
05/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008514515587,13920.89
05/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008564515587,5579.62
05/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008504515587,4859.74
05/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008514515587,3087.57
05/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008504515587,3086.37
05/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008574515587,2134.93
05/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008574515587,1277.08
05/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008564515587,1244.14
03/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008554515587,28473.05
03/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008564515587,21800.10
03/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008494515587,11526.75
03/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008554515587,5839.36
03/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008564515587,3616.59
03/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008494515587,1834.34
03/05/2025,IB PAYMENT TO CJ PHARMACEUTICAL,-300000.00
03/05/2025,IB TRANSFER FROM SB1 - SB2      10H03,200000.00
02/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008544515587,18037.38
02/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008554515587,15158.80
02/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008544515587,4548.57
02/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008484515587,3421.07
02/05/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008554515587,3212.03
02/05/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008484515587,2481.58
02/05/2025,CREDIT AGREEMENT REPAYMENT VW_FIN_SER87023583281,-19135.16
02/05/2025,ELECTRONIC TRF - CREDIT CARD SB MERCH DISC          4515587,-15113.58
30/04/2025,SERVICE FEE ACC   301666148,-368.10
30/04/2025,MONTHLY MANAGEMENT FEE ACC   301666148,-110.00
30/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008534515587,20502.09
30/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008544515587,15642.49
30/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008474515587,12428.33
30/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008474515587,7542.70
30/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008544515587,4802.43
30/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008534515587,3504.77
30/04/2025,ACCOUNT PAYMENT K2011SA   NASHUA 024749,-4463.65
30/04/2025,IB PAYMENT TO ALMAN'S DRIED FRU ALMANS DRIED,-1984.61
30/04/2025,IB PAYMENT TO GREEN IMPRESSIONS,-550.00
29/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008524515587,18400.33
29/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008534515587,8189.29
29/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008464515587,7649.03
29/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008524515587,5288.65
29/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008464515587,2212.04
29/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008534515587,1513.89
29/04/2025,IB PAYMENT TO CJ PHARMACEUTICAL,-140255.19
29/04/2025,IB PAYMENT TO KHUMBULA TRADING KHUMBULATRAD,-13955.11
26/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008514515587,37447.61
26/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008524515587,11371.08
26/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008454515587,10027.14
26/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008454515587,4413.23
26/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008514515587,2800.36
26/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008524515587,2539.75
25/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008504515587,19349.24
25/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008444515587,9721.67
25/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008514515587,6027.71
25/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008444515587,4214.79
25/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008504515587,3980.03
25/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008514515587,2572.16
24/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008494515587,11544.53
24/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008504515587,7038.05
24/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008434515587,4331.47
